CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
263,102,121,42,268,25,131,201,259,144,0
106,248,274,203,210,34,227,81,92,206,0
69,255,65,223,23,258,240,155,74,224,0
246,241,130,49,41,187,257,171,169,147,0
256,179,76,186,259,39,180,28,271,79,0
174,223,250,13,2,161,143,90,18,121,0
141,199,137,46,99,133,218,205,19,116,0
130,134,40,192,43,141,261,42,14,158,0
51,139,75,41,278,27,136,6,253,183,0
140,250,36,0,175,159,152,144,232,1,0
86,208,18,173,64,205,172,12,101,274,0
68,69,164,22,167,201,205,189,191,192,0
124,181,225,169,210,15,50,198,66,69,0
23,38,93,67,205,212,51,198,211,180,0
135,9,18,22,277,198,205,123,274,113,0
211,44,176,256,79,27,133,183,144,193,0
167,65,218,238,54,160,248,142,38,149,0
27,97,207,171,28,123,58,46,42,202,0
267,265,137,103,102,109,159,51,39,173,0
172,170,274,174,181,29,11,261,213,217,0
116,0,81,13,1,222,262,170,32,218,0
138,203,114,10,123,3,137,79,32,165,0
246,181,138,55,200,210,22,32,146,76,0
210,176,161,90,113,271,40,164,77,93,0
235,135,224,177,205,32,135,253,190,66,0
52,134,124,211,46,130,52,248,191,218,0
237,209,138,167,98,40,246,161,250,90,0
236,58,166,40,129,113,110,7,0,194,0
272,219,216,34,62,59,188,265,250,165,0
53,248,129,170,161,250,90,204,149,271,0
74,260,55,243,261,49,137,102,130,130,0
58,4,211,221,55,12,264,264,161,102,0
127,12,235,182,194,97,203,157,206,268,0
114,110,179,278,154,46,156,118,139,61,0
221,47,137,17,228,52,254,193,214,263,0
40,207,239,185,22,199,276,275,20,116,0
137,156,169,82,98,43,273,102,24,4,0
60,57,179,40,66,107,214,28,145,205,0
148,148,108,103,52,176,34,143,83,188,0
249,219,119,246,21,78,44,57,152,262,0
101,278,191,199,16,26,239,56,78,114,0
155,194,213,10,267,9,108,206,258,139,0
227,152,108,14,101,144,258,190,91,138,0
252,116,278,200,121,114,88,224,6,266,0
63,41,137,127,111,23,64,171,195,270,0
259,79,128,242,35,209,14,181,214,232,0
148,98,24,243,159,231,182,119,110,272,0
266,95,173,133,279,54,213,29,64,56,0
36,252,233,14,230,72,225,216,247,105,0
59,269,219,231,63,86,197,238,130,257,0
128,108,263,226,237,107,216,91,258,257,0
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
23,23,1,1,1,1,1,58,7,23,1
109,187,67,260,199,205,192,188,186,55,0
195,17,149,155,188,147,183,99,235,249,0
72,5,257,201,225,62,243,101,265,51,0
275,271,157,58,141,139,242,263,196,99,0
138,99,94,64,73,174,267,19,204,45,0
277,60,229,255,92,106,52,265,17,201,0
69,74,269,138,10,48,229,148,182,273,0
84,208,262,246,141,2,35,41,83,67,0
40,248,96,244,164,98,30,261,141,142,0
173,251,106,203,218,16,226,161,72,179,0
198,62,189,225,160,245,172,180,239,169,0
34,71,72,24,63,148,163,50,235,276,0
190,113,51,270,170,274,231,243,112,201,0
169,173,167,171,75,80,278,28,189,249,0
216,90,75,171,121,121,87,0,243,252,0
144,36,61,101,190,149,57,252,136,207,0
129,172,52,5,157,107,235,98,67,232,0
158,45,251,182,49,258,126,31,83,29,0
147,84,151,169,77,144,90,279,261,5,0
265,274,63,6,70,15,19,51,150,34,0
243,251,211,196,156,212,217,225,203,198,0
15,197,93,101,269,55,242,5,276,45,0
119,200,133,135,279,203,122,200,86,31,0
179,214,66,82,143,275,110,118,200,52,0
84,266,208,214,270,36,77,169,49,72,0
175,277,38,218,66,273,222,271,229,34,0
98,202,205,112,260,226,86,165,182,160,0
56,142,21,247,106,84,201,132,101,236,0
100,61,7,250,36,206,51,261,191,38,0
258,275,50,200,0,5,270,181,149,86,0
231,271,254,173,234,113,199,89,259,130,0
144,212,25,88,137,80,198,241,67,223,0
174,116,61,175,91,190,176,41,210,177,0
23,250,47,207,246,275,40,20,173,171,0
24,129,233,133,266,149,1,4,240,238,0
40,218,143,141,131,184,17,192,8,184,0
270,192,9,118,15,75,4,253,34,228,0
8,166,91,46,270,18,269,96,57,257,0
125,122,84,100,22,61,231,252,207,209,0
173,205,117,176,278,133,70,87,131,263,0
260,205,219,172,81,84,73,65,101,117,0
0,131,82,192,132,119,112,224,262,118,0
258,45,252,213,155,179,202,179,86,80,0
209,116,58,147,162,235,78,256,176,36,0
78,104,39,47,18,93,204,160,31,51,0
243,43,69,249,119,116,149,159,42,221,0
228,186,241,225,264,131,18,126,229,205,0
229,48,221,237,4,55,138,268,264,42,0
209,16,138,173,253,249,203,102,173,103,0
57,174,235,80,30,99,162,79,174,241,0
59,88,197,184,212,208,90,113,150,234,0
236,27,233,156,152,114,70,112,140,231,0
81,126,171,154,81,175,30,211,205,156,0
155,241,268,85,60,178,73,61,182,217,0
202,59,164,37,107,180,40,86,20,107,0
102,26,203,34,133,222,47,82,67,232,0
219,127,52,201,219,271,6,256,135,209,0
243,273,233,2,180,141,179,194,103,251,0
82,277,69,156,201,118,107,84,220,142,0
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
5,5,5,5,3,60,60,60,60,60,1
58,108,250,74,5,93,189,194,279,55,0
274,190,22,143,271,131,256,151,150,91,0
192,159,173,179,277,225,78,22,232,2,0
10,150,167,141,253,10,275,193,214,267,0
146,91,6,65,42,150,234,11,19,22,0
38,212,120,221,184,88,34,173,151,93,0
80,236,70,159,6,117,80,268,25,82,0
81,230,133,151,223,198,11,115,188,38,0
107,216,233,175,49,17,240,25,111,3,0
54,265,183,4,243,148,83,176,95,186,0
139,19,227,126,266,97,50,186,94,248,0
170,159,202,31,186,170,266,248,97,17,0
242,168,64,101,26,264,134,122,274,268,0
127,130,206,40,264,56,247,227,273,191,0
198,243,31,11,5,176,189,199,220,5,0
110,149,69,208,26,133,141,115,275,173,0
191,27,219,278,238,166,267,15,78,138,0
34,267,256,152,144,69,201,183,270,212,0
141,36,77,137,213,103,271,45,235,154,0
45,48,109,226,198,220,214,32,57,48,0
101,121,248,112,223,137,65,2,88,263,0
257,275,209,2,167,240,94,209,243,153,0
208,47,225,263,154,93,134,262,210,186,0
190,174,94,14,79,27,23,244,277,277,0
103,13,19,2,155,145,235,54,29,201,0
154,269,192,96,155,127,168,192,38,186,0
166,120,277,94,14,227,99,65,29,52,0
209,123,66,141,135,211,95,72,27,160,0
20,132,72,253,208,1,86,108,213,110,0
50,11,159,103,203,155,81,125,200,276,0
61,54,49,47,221,75,96,228,10,64,0
20,50,32,262,154,245,60,4,31,145,0
219,205,151,228,233,170,179,226,267,72,0
195,98,193,244,152,150,19,91,220,40,0
223,31,57,7,188,243,186,241,247,239,0
2,114,167,207,175,227,255,77,243,166,0
119,48,87,174,239,236,275,43,154,240,0
174,122,219,151,71,28,182,270,6,189,0
269,213,90,132,61,145,192,251,253,253,0
44,92,227,232,128,251,275,146,78,107,0
220,136,19,224,273,263,130,20,225,69,0
137,245,131,130,20,139,169,254,149,47,0
152,69,213,95,58,229,82,39,112,272,0
276,81,15,165,157,45,21,136,5,179,0
24,226,247,117,108,219,52,130,95,147,0
258,269,259,137,96,164,23,67,9,157,0
106,92,58,114,149,123,82,37,164,176,0
85,271,153,105,21,161,276,211,205,6,0
227,117,163,128,202,253,2,199,128,126,0
81,24,94,257,244,162,139,200,124,212,0
25,154,206,105,38,184,237,278,160,214,0
228,266,265,230,204,36,242,166,94,99,0
167,273,31,214,191,163,205,244,270,214,0
121,13,72,74,251,0,20,89,4,6,0
203,65,277,187,196,90,130,253,230,215,0
50,196,105,33,149,242,241,63,130,268,0
88,114,220,214,142,93,33,206,272,50,0
31,14,186,135,19,228,186,7,39,143,0
275,116,279,88,10,3,193,160,177,240,0
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
58,58,58,58,5,1,11,13,23,23,1
23,232,14,232,202,274,207,142,12,95,0
84,29,89,218,216,68,91,66,61,95,0
73,22,20,34,252,96,142,24,38,235,0
50,202,223,89,220,196,125,277,229,41,0
7,272,77,262,22,175,74,116,129,41,0
211,215,115,262,165,252,235,18,177,87,0
80,105,137,178,127,53,101,249,234,187,0
23,234,247,148,271,91,10,215,11,124,0
56,60,166,275,201,83,187,134,185,90,0
199,114,195,189,97,82,170,152,79,36,0
126,208,46,278,103,56,189,278,154,128,0
127,143,29,111,43,150,207,265,154,188,0
129,227,20,119,180,211,71,161,262,61,0
109,249,44,8,72,176,261,256,173,196,0
232,132,115,121,251,247,262,206,242,84,0
60,35,136,146,68,232,53,135,142,56,0
28,137,82,156,96,55,89,180,147,143,0
138,217,130,209,42,30,87,159,251,21,0
108,48,191,86,98,242,34,9,124,189,0
2,20,243,199,268,89,222,210,11,279,0
157,81,127,201,155,257,232,259,245,61,0
214,248,115,225,63,201,66,96,244,264,0
92,1,248,66,37,20,189,267,66,35,0
237,60,152,131,2,215,246,226,50,131,0
217,194,203,251,90,259,71,16,277,207,0
116,111,193,103,131,62,199,195,210,223,0
217,95,232,119,200,1,173,112,42,86,0
132,42,110,268,198,177,197,138,171,248,0
47,156,135,171,191,179,47,58,228,129,0
159,145,133,162,114,132,121,86,101,152,0
168,211,32,133,105,247,2,184,32,27,0
144,196,123,99,33,40,2,193,153,164,0
26,274,48,197,20,120,263,272,46,231,0
206,27,101,11,165,199,125,174,253,274,0
168,272,249,88,247,6,63,202,127,165,0
125,63,218,113,121,174,129,14,146,30,0
268,207,172,269,70,140,268,60,191,134,0
217,276,79,86,83,113,236,12,139,156,0
49,188,37,87,51,162,278,122,152,70,0
159,106,198,154,227,57,86,81,59,105,0
99,26,163,169,83,225,217,138,265,167,0
65,195,179,128,48,161,199,130,123,267,0
277,149,171,249,41,278,239,236,169,261,0
182,72,29,71,64,23,263,142,151,223,0
120,59,223,99,203,54,95,240,67,197,0
92,101,277,136,41,38,113,109,244,2,0
195,70,87,151,104,136,66,48,23,47,0
74,157,125,197,160,120,37,122,272,200,0
82,86,52,222,42,81,53,69,146,67,0
30,23,72,215,197,82,113,170,278,89,0
103,50,53,46,165,57,240,278,99,65,0
39,237,81,9,49,112,146,278,268,26,0
127,37,104,174,252,220,121,251,91,120,0
264,94,27,257,29,208,180,114,202,208,0
74,21,214,124,148,91,173,209,264,217,0
169,34,221,238,192,220,228,193,65,152,0
203,199,187,194,127,242,13,183,270,13,0
244,59,135,107,108,120,30,32,117,235,0
8,71,257,240,127,267,0,221,114,170,0
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
257,156,205,18,93,98,168,55,49,21,0
30,101,184,123,125,8,266,189,100,203,0
214,42,118,277,71,40,42,191,45,21,0
92,42,19,276,148,262,17,115,161,22,0
198,88,225,143,235,220,64,70,38,72,0
2,169,146,212,238,246,144,198,122,207,0
132,16,5,191,62,90,53,127,18,198,0
38,129,207,35,171,134,185,81,156,91,0
36,164,60,77,94,11,181,205,230,95,0
266,183,55,81,177,108,259,204,4,192,0
158,98,171,142,25,27,231,95,86,151,0
189,233,103,245,221,140,182,52,62,96,0
144,214,95,154,51,141,173,37,48,134,0
156,253,151,10,260,87,119,42,186,61,0
70,259,95,278,147,135,9,193,21,91,0
236,225,231,96,205,148,180,120,51,22,0
185,130,2,164,51,97,45,90,173,134,0
55,221,61,246,199,164,164,263,134,81,0
193,60,165,230,98,143,80,99,174,278,0
169,187,249,134,186,118,68,188,235,10,0
88,115,132,154,15,39,39,105,208,32,0
14,207,213,250,220,90,202,225,139,0,0
172,226,145,113,132,245,223,177,143,247,0
273,171,219,243,267,233,64,8,189,271,0
248,182,269,80,92,98,38,177,109,249,0
178,49,196,58,145,146,46,123,246,25,0
192,181,194,0,203,124,88,110,35,86,0
220,196,170,14,89,208,212,256,149,86,0
134,204,19,42,128,200,228,131,165,165,0
99,153,195,116,156,55,27,105,264,155,0
174,45,128,147,217,210,92,258,31,120,0
143,47,82,253,136,22,134,208,151,56,0
202,110,249,102,228,262,35,99,247,23,0
207,119,19,177,78,71,218,176,274,202,0
202,77,190,223,132,56,37,162,264,152,0
100,117,115,106,229,211,30,32,209,32,0
44,16,265,116,216,166,128,110,232,100,0
16,85,186,229,48,194,193,25,168,169,0
124,194,113,87,275,230,35,221,271,229,0
131,154,205,34,49,167,111,215,276,107,0
103,73,138,215,161,186,168,156,52,141,0
107,232,132,148,272,80,271,13,70,119,0
17,267,78,157,79,113,52,59,45,9,0
69,74,132,178,228,59,92,81,187,57,0
105,102,10,250,53,207,263,197,106,171,0
187,70,226,108,85,101,37,111,13,116,0
214,112,87,39,243,206,185,141,215,5,0
131,117,117,43,186,252,187,74,153,59,0
57,140,93,45,28,245,84,166,124,194,0
265,135,102,31,246,205,214,246,6,115,0
229,252,101,180,251,53,215,130,34,96,0
74,244,150,101,26,97,60,162,87,228,0
246,109,84,40,217,84,126,122,251,136,0
23,270,116,88,278,90,168,146,29,159,0
206,12,143,93,184,89,196,246,31,255,0
2,243,34,276,121,2,35,241,11,65,0
118,111,119,12,95,54,137,75,111,173,0
71,23,74,123,218,99,176,228,167,175,0
255,279,105,23,241,252,253,194,167,155,0
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
58,58,58,58,1,1,23,2,7,23,1
34,6,106,47,91,129,41,122,34,139,0
260,130,82,231,76,41,81,232,173,90,0
272,224,257,159,1,156,234,176,36,83,0
275,78,38,13,147,101,254,137,232,159,0
261,150,220,94,258,219,230,186,111,170,0
144,168,251,46,264,203,221,22,190,148,0
265,58,129,61,3,82,38,28,245,62,0
102,19,30,160,258,276,178,174,262,161,0
264,227,31,233,12,117,130,7,249,137,0
35,253,202,146,119,6,5,161,150,8,0
204,207,240,72,242,173,59,8,95,12,0
86,203,224,105,213,169,238,64,202,54,0
81,113,28,261,264,80,167,171,272,166,0
104,278,103,142,146,75,19,146,170,254,0
12,26,267,268,59,38,7,205,222,244,0
52,126,113,11,14,218,162,144,182,64,0
240,85,263,200,185,223,232,56,135,193,0
171,59,31,116,18,88,198,96,8,264,0
135,148,227,265,13,153,260,224,66,149,0
264,19,26,75,199,20,231,255,166,114,0
1,71,155,242,113,37,157,266,75,2,0
37,62,62,13,52,140,170,56,187,273,0
52,99,57,223,80,106,237,246,148,233,0
80,166,93,56,269,143,225,258,249,176,0
96,175,241,132,239,178,28,98,34,132,0
190,43,246,199,69,39,184,199,68,144,0
13,226,266,40,263,1,214,79,97,118,0
249,52,56,277,96,260,270,80,149,25,0
219,202,105,233,90,125,48,112,109,46,0
193,64,246,270,168,84,252,68,169,108,0
254,222,91,59,263,7,55,44,110,138,0
84,227,184,204,209,160,4,72,70,102,0
251,36,223,241,123,120,117,38,54,87,0
211,140,51,237,266,200,41,241,121,176,0
99,221,229,125,61,264,257,67,266,36,0
258,60,23,67,66,168,279,132,247,41,0
99,36,22,259,69,192,249,49,122,231,0
187,58,275,140,140,243,158,224,222,142,0
278,86,82,15,227,224,239,263,94,120,0
136,66,54,72,1,156,128,11,206,184,0
263,132,168,32,24,108,85,264,272,18,0
35,29,108,274,256,44,245,128,169,100,0
94,21,21,205,75,216,197,234,152,249,0
59,98,59,206,172,229,151,248,228,226,0
141,192,60,237,57,275,258,92,39,221,0
189,27,257,105,210,254,62,278,33,12,0
88,206,86,267,177,208,164,270,219,117,0
156,131,91,240,166,144,193,134,266,174,0
159,140,86,166,148,208,180,96,139,48,0
246,43,37,87,113,7,47,134,91,149,0
89,159,219,208,45,116,188,77,208,150,0
