idunico,CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
4677,227,37,100,237,133,53,237,26,266,49,0
4678,10,142,80,254,45,98,226,87,6,229,0
4679,88,107,237,65,11,208,88,94,234,102,0
4680,209,224,187,31,47,164,113,50,72,240,0
4681,55,78,224,88,38,140,176,124,241,221,0
4682,78,182,130,274,20,210,8,171,64,15,0
4683,72,207,48,274,13,194,271,257,142,13,0
4684,96,221,226,206,46,232,226,240,102,46,0
4685,51,94,179,89,150,185,187,4,222,130,0
4686,226,73,102,216,123,150,260,98,222,73,0
4687,222,257,211,213,79,181,194,117,70,16,0
4688,180,140,140,255,193,143,184,260,119,67,0
4689,256,9,83,200,70,15,256,63,205,236,0
4690,33,240,278,219,260,131,275,21,38,160,0
4691,47,126,181,171,81,59,13,271,51,142,0
4692,18,203,259,108,239,161,125,174,234,27,0
4693,34,147,44,201,98,31,240,229,90,252,0
4694,54,256,217,215,53,53,237,134,147,3,0
4695,189,13,162,104,194,23,114,224,79,154,0
4696,12,5,258,251,274,168,246,57,225,270,0
4697,238,45,144,111,40,47,240,231,180,52,0
4698,135,279,216,155,34,70,137,255,119,48,0
4699,200,254,125,209,22,185,176,67,22,76,0
4700,116,106,158,237,166,57,128,65,26,222,0
4701,227,98,276,128,65,245,182,1,21,7,0
4702,27,54,220,8,262,35,165,47,58,75,0
4703,181,245,198,109,43,215,92,227,5,66,0
4704,247,76,141,155,255,129,12,46,267,245,0
4705,98,172,193,277,223,50,132,143,224,100,0
4706,139,255,105,16,218,179,43,231,263,240,0
4707,67,270,244,239,71,171,268,247,61,4,0
4708,187,30,90,56,190,122,276,217,220,153,0
4709,141,105,240,40,108,241,172,89,242,209,0
4710,235,189,165,17,59,153,28,134,230,222,0
4711,64,41,252,240,83,113,190,104,225,33,0
4712,89,13,95,251,276,181,148,28,240,73,0
4713,106,241,236,278,49,143,42,144,17,169,0
4714,74,233,161,186,96,191,193,146,172,116,0
4715,256,5,70,119,11,199,68,263,59,36,0
4716,146,248,2,244,85,22,161,203,148,246,0
4717,233,279,259,76,180,66,109,255,127,0,0
4718,277,217,127,90,17,219,52,81,212,269,0
4719,126,118,31,194,211,213,243,234,187,59,0
4720,101,41,216,260,62,45,109,183,182,108,0
4721,1,20,1,1,10,1,6,58,19,23,1
4722,1,20,1,1,10,1,6,58,19,23,1
4723,1,20,1,1,10,1,6,58,19,23,1
4724,1,20,1,1,10,1,6,58,19,23,1
4725,1,20,1,1,10,1,6,58,19,23,1
4726,1,20,1,1,10,1,6,58,19,23,1
4727,1,20,1,1,10,1,6,58,19,23,1
4728,1,20,1,1,10,1,6,58,19,23,1
4729,1,20,1,1,10,1,6,58,19,23,1
4730,1,20,1,1,10,1,6,58,19,23,1
4731,1,20,1,1,10,1,6,58,19,23,1
4732,1,20,1,1,10,1,6,58,19,23,1
4733,1,20,1,1,10,1,6,58,19,23,1
4734,1,20,1,1,10,1,6,58,19,23,1
4735,1,20,1,1,10,1,6,58,19,23,1
4736,1,20,1,1,10,1,6,58,19,23,1
4737,1,20,1,1,10,1,6,58,19,23,1
4738,1,20,1,1,10,1,6,58,19,23,1
4739,1,20,1,1,10,1,6,58,19,23,1
4740,1,20,1,1,10,1,6,58,19,23,1
4741,1,20,1,1,10,1,6,58,19,23,1
4742,1,20,1,1,10,1,6,58,19,23,1
4743,1,20,1,1,10,1,6,58,19,23,1
4744,1,20,1,1,10,1,6,58,19,23,1
4745,1,20,1,1,10,1,6,58,19,23,1
4746,1,20,1,1,10,1,6,58,19,23,1
4747,1,20,1,1,10,1,6,58,19,23,1
4748,1,20,1,1,10,1,6,58,19,23,1
4749,1,20,1,1,10,1,6,58,19,23,1
4750,1,20,1,1,10,1,6,58,19,23,1
4751,1,20,1,1,10,1,6,58,19,23,1
4752,1,20,1,1,10,1,6,58,19,23,1
4753,1,20,1,1,10,1,6,58,19,23,1
4754,1,20,1,1,10,1,6,58,19,23,1
4755,1,20,1,1,10,1,6,58,19,23,1
4756,1,20,1,1,10,1,6,58,19,23,1
4757,1,20,1,1,10,1,6,58,19,23,1
4758,1,20,1,1,10,1,6,58,19,23,1
4759,1,20,1,1,10,1,6,58,19,23,1
4760,1,20,1,1,10,1,6,58,19,23,1
4761,1,20,1,1,10,1,6,58,19,23,1
4762,1,20,1,1,10,1,6,58,19,23,1
4763,1,20,1,1,10,1,6,58,19,23,1
4764,1,20,1,1,10,1,6,58,19,23,1
4765,1,20,1,1,10,1,6,58,19,23,1
4766,1,20,1,1,10,1,6,58,19,23,1
4767,1,20,1,1,10,1,6,58,19,23,1
4768,1,20,1,1,10,1,6,58,19,23,1
4769,1,20,1,1,10,1,6,58,19,23,1
4770,1,20,1,1,10,1,6,58,19,23,1
4771,1,20,1,1,10,1,6,58,19,23,1
4772,1,20,1,1,10,1,6,58,19,23,1
4773,1,20,1,1,10,1,6,58,19,23,1
4774,1,20,1,1,10,1,6,58,19,23,1
4775,1,20,1,1,10,1,6,58,19,23,1
4776,1,20,1,1,10,1,6,58,19,23,1
4777,1,20,1,1,10,1,6,58,19,23,1
4778,1,20,1,1,10,1,6,58,19,23,1
4779,1,20,1,1,10,1,6,58,19,23,1
4780,145,30,173,212,128,36,214,45,279,243,0
4781,224,153,74,14,209,211,211,273,42,61,0
4782,105,209,97,251,75,45,103,53,223,187,0
4783,175,259,276,264,135,120,56,31,15,105,0
4784,23,267,243,143,193,120,134,207,270,3,0
4785,181,11,144,249,181,178,229,117,258,146,0
4786,48,243,125,214,51,242,120,26,219,191,0
4787,1,27,232,244,242,196,56,143,33,19,0
4788,263,102,121,42,268,25,131,201,259,144,0
4789,106,248,274,203,210,34,227,81,92,206,0
4790,69,255,65,223,23,258,240,155,74,224,0
4791,246,241,130,49,41,187,257,171,169,147,0
4792,256,179,76,186,259,39,180,28,271,79,0
4793,174,223,250,13,2,161,143,90,18,121,0
4794,141,199,137,46,99,133,218,205,19,116,0
4795,130,134,40,192,43,141,261,42,14,158,0
4796,51,139,75,41,278,27,136,6,253,183,0
4797,140,250,36,0,175,159,152,144,232,1,0
4798,86,208,18,173,64,205,172,12,101,274,0
4799,68,69,164,22,167,201,205,189,191,192,0
4800,124,181,225,169,210,15,50,198,66,69,0
4801,23,38,93,67,205,212,51,198,211,180,0
4802,135,9,18,22,277,198,205,123,274,113,0
4803,211,44,176,256,79,27,133,183,144,193,0
4804,167,65,218,238,54,160,248,142,38,149,0
4805,27,97,207,171,28,123,58,46,42,202,0
4806,267,265,137,103,102,109,159,51,39,173,0
4807,172,170,274,174,181,29,11,261,213,217,0
4808,116,0,81,13,1,222,262,170,32,218,0
4809,138,203,114,10,123,3,137,79,32,165,0
4810,246,181,138,55,200,210,22,32,146,76,0
4811,210,176,161,90,113,271,40,164,77,93,0
4812,235,135,224,177,205,32,135,253,190,66,0
4813,52,134,124,211,46,130,52,248,191,218,0
4814,237,209,138,167,98,40,246,161,250,90,0
4815,236,58,166,40,129,113,110,7,0,194,0
4816,272,219,216,34,62,59,188,265,250,165,0
4817,53,248,129,170,161,250,90,204,149,271,0
4818,74,260,55,243,261,49,137,102,130,130,0
4819,58,4,211,221,55,12,264,264,161,102,0
4820,127,12,235,182,194,97,203,157,206,268,0
4821,114,110,179,278,154,46,156,118,139,61,0
4822,221,47,137,17,228,52,254,193,214,263,0
4823,40,207,239,185,22,199,276,275,20,116,0
4824,137,156,169,82,98,43,273,102,24,4,0
4825,60,57,179,40,66,107,214,28,145,205,0
4826,148,148,108,103,52,176,34,143,83,188,0
4827,249,219,119,246,21,78,44,57,152,262,0
4828,101,278,191,199,16,26,239,56,78,114,0
4829,155,194,213,10,267,9,108,206,258,139,0
4830,227,152,108,14,101,144,258,190,91,138,0
4831,252,116,278,200,121,114,88,224,6,266,0
4832,63,41,137,127,111,23,64,171,195,270,0
4833,259,79,128,242,35,209,14,181,214,232,0
4834,148,98,24,243,159,231,182,119,110,272,0
4835,266,95,173,133,279,54,213,29,64,56,0
4836,36,252,233,14,230,72,225,216,247,105,0
4837,59,269,219,231,63,86,197,238,130,257,0
4838,128,108,263,226,237,107,216,91,258,257,0
4839,23,23,1,1,1,1,1,58,7,23,1
4840,23,23,1,1,1,1,1,58,7,23,1
4841,23,23,1,1,1,1,1,58,7,23,1
4842,23,23,1,1,1,1,1,58,7,23,1
4843,23,23,1,1,1,1,1,58,7,23,1
4844,23,23,1,1,1,1,1,58,7,23,1
4845,23,23,1,1,1,1,1,58,7,23,1
4846,23,23,1,1,1,1,1,58,7,23,1
4847,23,23,1,1,1,1,1,58,7,23,1
4848,23,23,1,1,1,1,1,58,7,23,1
4849,23,23,1,1,1,1,1,58,7,23,1
4850,23,23,1,1,1,1,1,58,7,23,1
4851,23,23,1,1,1,1,1,58,7,23,1
4852,23,23,1,1,1,1,1,58,7,23,1
4853,23,23,1,1,1,1,1,58,7,23,1
4854,23,23,1,1,1,1,1,58,7,23,1
4855,23,23,1,1,1,1,1,58,7,23,1
4856,23,23,1,1,1,1,1,58,7,23,1
4857,23,23,1,1,1,1,1,58,7,23,1
4858,23,23,1,1,1,1,1,58,7,23,1
4859,23,23,1,1,1,1,1,58,7,23,1
4860,23,23,1,1,1,1,1,58,7,23,1
4861,23,23,1,1,1,1,1,58,7,23,1
4862,23,23,1,1,1,1,1,58,7,23,1
4863,23,23,1,1,1,1,1,58,7,23,1
4864,23,23,1,1,1,1,1,58,7,23,1
4865,23,23,1,1,1,1,1,58,7,23,1
4866,23,23,1,1,1,1,1,58,7,23,1
4867,23,23,1,1,1,1,1,58,7,23,1
4868,23,23,1,1,1,1,1,58,7,23,1
4869,23,23,1,1,1,1,1,58,7,23,1
4870,23,23,1,1,1,1,1,58,7,23,1
4871,23,23,1,1,1,1,1,58,7,23,1
4872,23,23,1,1,1,1,1,58,7,23,1
4873,23,23,1,1,1,1,1,58,7,23,1
4874,23,23,1,1,1,1,1,58,7,23,1
4875,23,23,1,1,1,1,1,58,7,23,1
4876,23,23,1,1,1,1,1,58,7,23,1
4877,23,23,1,1,1,1,1,58,7,23,1
4878,23,23,1,1,1,1,1,58,7,23,1
4879,23,23,1,1,1,1,1,58,7,23,1
4880,23,23,1,1,1,1,1,58,7,23,1
4881,23,23,1,1,1,1,1,58,7,23,1
4882,23,23,1,1,1,1,1,58,7,23,1
4883,23,23,1,1,1,1,1,58,7,23,1
4884,23,23,1,1,1,1,1,58,7,23,1
4885,23,23,1,1,1,1,1,58,7,23,1
4886,23,23,1,1,1,1,1,58,7,23,1
4887,23,23,1,1,1,1,1,58,7,23,1
4888,23,23,1,1,1,1,1,58,7,23,1
4889,23,23,1,1,1,1,1,58,7,23,1
4890,23,23,1,1,1,1,1,58,7,23,1
4891,23,23,1,1,1,1,1,58,7,23,1
4892,23,23,1,1,1,1,1,58,7,23,1
4893,23,23,1,1,1,1,1,58,7,23,1
4894,23,23,1,1,1,1,1,58,7,23,1
4895,23,23,1,1,1,1,1,58,7,23,1
4896,23,23,1,1,1,1,1,58,7,23,1
4897,23,23,1,1,1,1,1,58,7,23,1
4898,109,187,67,260,199,205,192,188,186,55,0
4899,195,17,149,155,188,147,183,99,235,249,0
4900,72,5,257,201,225,62,243,101,265,51,0
4901,275,271,157,58,141,139,242,263,196,99,0
4902,138,99,94,64,73,174,267,19,204,45,0
4903,277,60,229,255,92,106,52,265,17,201,0
4904,69,74,269,138,10,48,229,148,182,273,0
4905,84,208,262,246,141,2,35,41,83,67,0
4906,40,248,96,244,164,98,30,261,141,142,0
4907,173,251,106,203,218,16,226,161,72,179,0
4908,198,62,189,225,160,245,172,180,239,169,0
4909,34,71,72,24,63,148,163,50,235,276,0
4910,190,113,51,270,170,274,231,243,112,201,0
4911,169,173,167,171,75,80,278,28,189,249,0
4912,216,90,75,171,121,121,87,0,243,252,0
4913,144,36,61,101,190,149,57,252,136,207,0
4914,129,172,52,5,157,107,235,98,67,232,0
4915,158,45,251,182,49,258,126,31,83,29,0
4916,147,84,151,169,77,144,90,279,261,5,0
4917,265,274,63,6,70,15,19,51,150,34,0
4918,243,251,211,196,156,212,217,225,203,198,0
4919,15,197,93,101,269,55,242,5,276,45,0
4920,119,200,133,135,279,203,122,200,86,31,0
4921,179,214,66,82,143,275,110,118,200,52,0
4922,84,266,208,214,270,36,77,169,49,72,0
4923,175,277,38,218,66,273,222,271,229,34,0
4924,98,202,205,112,260,226,86,165,182,160,0
4925,56,142,21,247,106,84,201,132,101,236,0
4926,100,61,7,250,36,206,51,261,191,38,0
4927,258,275,50,200,0,5,270,181,149,86,0
4928,231,271,254,173,234,113,199,89,259,130,0
4929,144,212,25,88,137,80,198,241,67,223,0
4930,174,116,61,175,91,190,176,41,210,177,0
4931,23,250,47,207,246,275,40,20,173,171,0
4932,24,129,233,133,266,149,1,4,240,238,0
4933,40,218,143,141,131,184,17,192,8,184,0
4934,270,192,9,118,15,75,4,253,34,228,0
4935,8,166,91,46,270,18,269,96,57,257,0
4936,125,122,84,100,22,61,231,252,207,209,0
4937,173,205,117,176,278,133,70,87,131,263,0
4938,260,205,219,172,81,84,73,65,101,117,0
4939,0,131,82,192,132,119,112,224,262,118,0
4940,258,45,252,213,155,179,202,179,86,80,0
4941,209,116,58,147,162,235,78,256,176,36,0
4942,78,104,39,47,18,93,204,160,31,51,0
4943,243,43,69,249,119,116,149,159,42,221,0
4944,228,186,241,225,264,131,18,126,229,205,0
4945,229,48,221,237,4,55,138,268,264,42,0
4946,209,16,138,173,253,249,203,102,173,103,0
4947,57,174,235,80,30,99,162,79,174,241,0
4948,59,88,197,184,212,208,90,113,150,234,0
4949,236,27,233,156,152,114,70,112,140,231,0
4950,81,126,171,154,81,175,30,211,205,156,0
4951,155,241,268,85,60,178,73,61,182,217,0
4952,202,59,164,37,107,180,40,86,20,107,0
4953,102,26,203,34,133,222,47,82,67,232,0
4954,219,127,52,201,219,271,6,256,135,209,0
4955,243,273,233,2,180,141,179,194,103,251,0
4956,82,277,69,156,201,118,107,84,220,142,0
4957,5,5,5,5,3,60,60,60,60,60,1
4958,5,5,5,5,3,60,60,60,60,60,1
4959,5,5,5,5,3,60,60,60,60,60,1
4960,5,5,5,5,3,60,60,60,60,60,1
4961,5,5,5,5,3,60,60,60,60,60,1
4962,5,5,5,5,3,60,60,60,60,60,1
4963,5,5,5,5,3,60,60,60,60,60,1
4964,5,5,5,5,3,60,60,60,60,60,1
4965,5,5,5,5,3,60,60,60,60,60,1
4966,5,5,5,5,3,60,60,60,60,60,1
4967,5,5,5,5,3,60,60,60,60,60,1
4968,5,5,5,5,3,60,60,60,60,60,1
4969,5,5,5,5,3,60,60,60,60,60,1
4970,5,5,5,5,3,60,60,60,60,60,1
4971,5,5,5,5,3,60,60,60,60,60,1
4972,5,5,5,5,3,60,60,60,60,60,1
4973,5,5,5,5,3,60,60,60,60,60,1
4974,5,5,5,5,3,60,60,60,60,60,1
4975,5,5,5,5,3,60,60,60,60,60,1
4976,5,5,5,5,3,60,60,60,60,60,1
4977,5,5,5,5,3,60,60,60,60,60,1
4978,5,5,5,5,3,60,60,60,60,60,1
4979,5,5,5,5,3,60,60,60,60,60,1
4980,5,5,5,5,3,60,60,60,60,60,1
4981,5,5,5,5,3,60,60,60,60,60,1
4982,5,5,5,5,3,60,60,60,60,60,1
4983,5,5,5,5,3,60,60,60,60,60,1
4984,5,5,5,5,3,60,60,60,60,60,1
4985,5,5,5,5,3,60,60,60,60,60,1
4986,5,5,5,5,3,60,60,60,60,60,1
4987,5,5,5,5,3,60,60,60,60,60,1
4988,5,5,5,5,3,60,60,60,60,60,1
4989,5,5,5,5,3,60,60,60,60,60,1
4990,5,5,5,5,3,60,60,60,60,60,1
4991,5,5,5,5,3,60,60,60,60,60,1
4992,5,5,5,5,3,60,60,60,60,60,1
4993,5,5,5,5,3,60,60,60,60,60,1
4994,5,5,5,5,3,60,60,60,60,60,1
4995,5,5,5,5,3,60,60,60,60,60,1
4996,5,5,5,5,3,60,60,60,60,60,1
4997,5,5,5,5,3,60,60,60,60,60,1
4998,5,5,5,5,3,60,60,60,60,60,1
4999,5,5,5,5,3,60,60,60,60,60,1
5000,5,5,5,5,3,60,60,60,60,60,1
5001,5,5,5,5,3,60,60,60,60,60,1
5002,5,5,5,5,3,60,60,60,60,60,1
5003,5,5,5,5,3,60,60,60,60,60,1
5004,5,5,5,5,3,60,60,60,60,60,1
5005,5,5,5,5,3,60,60,60,60,60,1
5006,5,5,5,5,3,60,60,60,60,60,1
5007,5,5,5,5,3,60,60,60,60,60,1
5008,5,5,5,5,3,60,60,60,60,60,1
5009,5,5,5,5,3,60,60,60,60,60,1
5010,5,5,5,5,3,60,60,60,60,60,1
5011,5,5,5,5,3,60,60,60,60,60,1
5012,5,5,5,5,3,60,60,60,60,60,1
5013,5,5,5,5,3,60,60,60,60,60,1
5014,5,5,5,5,3,60,60,60,60,60,1
5015,5,5,5,5,3,60,60,60,60,60,1
5016,58,108,250,74,5,93,189,194,279,55,0
5017,274,190,22,143,271,131,256,151,150,91,0
5018,192,159,173,179,277,225,78,22,232,2,0
5019,10,150,167,141,253,10,275,193,214,267,0
5020,146,91,6,65,42,150,234,11,19,22,0
5021,38,212,120,221,184,88,34,173,151,93,0
5022,80,236,70,159,6,117,80,268,25,82,0
5023,81,230,133,151,223,198,11,115,188,38,0
5024,107,216,233,175,49,17,240,25,111,3,0
5025,54,265,183,4,243,148,83,176,95,186,0
5026,139,19,227,126,266,97,50,186,94,248,0
5027,170,159,202,31,186,170,266,248,97,17,0
5028,242,168,64,101,26,264,134,122,274,268,0
5029,127,130,206,40,264,56,247,227,273,191,0
5030,198,243,31,11,5,176,189,199,220,5,0
5031,110,149,69,208,26,133,141,115,275,173,0
5032,191,27,219,278,238,166,267,15,78,138,0
5033,34,267,256,152,144,69,201,183,270,212,0
5034,141,36,77,137,213,103,271,45,235,154,0
5035,45,48,109,226,198,220,214,32,57,48,0
5036,101,121,248,112,223,137,65,2,88,263,0
5037,257,275,209,2,167,240,94,209,243,153,0
5038,208,47,225,263,154,93,134,262,210,186,0
5039,190,174,94,14,79,27,23,244,277,277,0
5040,103,13,19,2,155,145,235,54,29,201,0
5041,154,269,192,96,155,127,168,192,38,186,0
5042,166,120,277,94,14,227,99,65,29,52,0
5043,209,123,66,141,135,211,95,72,27,160,0
5044,20,132,72,253,208,1,86,108,213,110,0
5045,50,11,159,103,203,155,81,125,200,276,0
5046,61,54,49,47,221,75,96,228,10,64,0
5047,20,50,32,262,154,245,60,4,31,145,0
5048,219,205,151,228,233,170,179,226,267,72,0
5049,195,98,193,244,152,150,19,91,220,40,0
5050,223,31,57,7,188,243,186,241,247,239,0
5051,2,114,167,207,175,227,255,77,243,166,0
5052,119,48,87,174,239,236,275,43,154,240,0
5053,174,122,219,151,71,28,182,270,6,189,0
5054,269,213,90,132,61,145,192,251,253,253,0
5055,44,92,227,232,128,251,275,146,78,107,0
5056,220,136,19,224,273,263,130,20,225,69,0
5057,137,245,131,130,20,139,169,254,149,47,0
5058,152,69,213,95,58,229,82,39,112,272,0
5059,276,81,15,165,157,45,21,136,5,179,0
5060,24,226,247,117,108,219,52,130,95,147,0
5061,258,269,259,137,96,164,23,67,9,157,0
5062,106,92,58,114,149,123,82,37,164,176,0
5063,85,271,153,105,21,161,276,211,205,6,0
5064,227,117,163,128,202,253,2,199,128,126,0
5065,81,24,94,257,244,162,139,200,124,212,0
5066,25,154,206,105,38,184,237,278,160,214,0
5067,228,266,265,230,204,36,242,166,94,99,0
5068,167,273,31,214,191,163,205,244,270,214,0
5069,121,13,72,74,251,0,20,89,4,6,0
5070,203,65,277,187,196,90,130,253,230,215,0
5071,50,196,105,33,149,242,241,63,130,268,0
5072,88,114,220,214,142,93,33,206,272,50,0
5073,31,14,186,135,19,228,186,7,39,143,0
5074,275,116,279,88,10,3,193,160,177,240,0
5075,58,58,58,58,5,1,11,13,23,23,1
5076,58,58,58,58,5,1,11,13,23,23,1
5077,58,58,58,58,5,1,11,13,23,23,1
5078,58,58,58,58,5,1,11,13,23,23,1
5079,58,58,58,58,5,1,11,13,23,23,1
5080,58,58,58,58,5,1,11,13,23,23,1
5081,58,58,58,58,5,1,11,13,23,23,1
5082,58,58,58,58,5,1,11,13,23,23,1
5083,58,58,58,58,5,1,11,13,23,23,1
5084,58,58,58,58,5,1,11,13,23,23,1
5085,58,58,58,58,5,1,11,13,23,23,1
5086,58,58,58,58,5,1,11,13,23,23,1
5087,58,58,58,58,5,1,11,13,23,23,1
5088,58,58,58,58,5,1,11,13,23,23,1
5089,58,58,58,58,5,1,11,13,23,23,1
5090,58,58,58,58,5,1,11,13,23,23,1
5091,58,58,58,58,5,1,11,13,23,23,1
5092,58,58,58,58,5,1,11,13,23,23,1
5093,58,58,58,58,5,1,11,13,23,23,1
5094,58,58,58,58,5,1,11,13,23,23,1
5095,58,58,58,58,5,1,11,13,23,23,1
5096,58,58,58,58,5,1,11,13,23,23,1
5097,58,58,58,58,5,1,11,13,23,23,1
5098,58,58,58,58,5,1,11,13,23,23,1
5099,58,58,58,58,5,1,11,13,23,23,1
5100,58,58,58,58,5,1,11,13,23,23,1
5101,58,58,58,58,5,1,11,13,23,23,1
5102,58,58,58,58,5,1,11,13,23,23,1
5103,58,58,58,58,5,1,11,13,23,23,1
5104,58,58,58,58,5,1,11,13,23,23,1
5105,58,58,58,58,5,1,11,13,23,23,1
5106,58,58,58,58,5,1,11,13,23,23,1
5107,58,58,58,58,5,1,11,13,23,23,1
5108,58,58,58,58,5,1,11,13,23,23,1
5109,58,58,58,58,5,1,11,13,23,23,1
5110,58,58,58,58,5,1,11,13,23,23,1
5111,58,58,58,58,5,1,11,13,23,23,1
5112,58,58,58,58,5,1,11,13,23,23,1
5113,58,58,58,58,5,1,11,13,23,23,1
5114,58,58,58,58,5,1,11,13,23,23,1
5115,58,58,58,58,5,1,11,13,23,23,1
5116,58,58,58,58,5,1,11,13,23,23,1
5117,58,58,58,58,5,1,11,13,23,23,1
5118,58,58,58,58,5,1,11,13,23,23,1
5119,58,58,58,58,5,1,11,13,23,23,1
5120,58,58,58,58,5,1,11,13,23,23,1
5121,58,58,58,58,5,1,11,13,23,23,1
5122,58,58,58,58,5,1,11,13,23,23,1
5123,58,58,58,58,5,1,11,13,23,23,1
5124,58,58,58,58,5,1,11,13,23,23,1
5125,58,58,58,58,5,1,11,13,23,23,1
5126,58,58,58,58,5,1,11,13,23,23,1
5127,58,58,58,58,5,1,11,13,23,23,1
5128,58,58,58,58,5,1,11,13,23,23,1
5129,58,58,58,58,5,1,11,13,23,23,1
5130,58,58,58,58,5,1,11,13,23,23,1
5131,58,58,58,58,5,1,11,13,23,23,1
5132,58,58,58,58,5,1,11,13,23,23,1
5133,58,58,58,58,5,1,11,13,23,23,1
5134,23,232,14,232,202,274,207,142,12,95,0
5135,84,29,89,218,216,68,91,66,61,95,0
5136,73,22,20,34,252,96,142,24,38,235,0
5137,50,202,223,89,220,196,125,277,229,41,0
5138,7,272,77,262,22,175,74,116,129,41,0
5139,211,215,115,262,165,252,235,18,177,87,0
5140,80,105,137,178,127,53,101,249,234,187,0
5141,23,234,247,148,271,91,10,215,11,124,0
5142,56,60,166,275,201,83,187,134,185,90,0
5143,199,114,195,189,97,82,170,152,79,36,0
5144,126,208,46,278,103,56,189,278,154,128,0
5145,127,143,29,111,43,150,207,265,154,188,0
5146,129,227,20,119,180,211,71,161,262,61,0
5147,109,249,44,8,72,176,261,256,173,196,0
5148,232,132,115,121,251,247,262,206,242,84,0
5149,60,35,136,146,68,232,53,135,142,56,0
5150,28,137,82,156,96,55,89,180,147,143,0
5151,138,217,130,209,42,30,87,159,251,21,0
5152,108,48,191,86,98,242,34,9,124,189,0
5153,2,20,243,199,268,89,222,210,11,279,0
5154,157,81,127,201,155,257,232,259,245,61,0
5155,214,248,115,225,63,201,66,96,244,264,0
5156,92,1,248,66,37,20,189,267,66,35,0
5157,237,60,152,131,2,215,246,226,50,131,0
5158,217,194,203,251,90,259,71,16,277,207,0
5159,116,111,193,103,131,62,199,195,210,223,0
5160,217,95,232,119,200,1,173,112,42,86,0
5161,132,42,110,268,198,177,197,138,171,248,0
5162,47,156,135,171,191,179,47,58,228,129,0
5163,159,145,133,162,114,132,121,86,101,152,0
5164,168,211,32,133,105,247,2,184,32,27,0
5165,144,196,123,99,33,40,2,193,153,164,0
5166,26,274,48,197,20,120,263,272,46,231,0
5167,206,27,101,11,165,199,125,174,253,274,0
5168,168,272,249,88,247,6,63,202,127,165,0
5169,125,63,218,113,121,174,129,14,146,30,0
5170,268,207,172,269,70,140,268,60,191,134,0
5171,217,276,79,86,83,113,236,12,139,156,0
5172,49,188,37,87,51,162,278,122,152,70,0
5173,159,106,198,154,227,57,86,81,59,105,0
5174,99,26,163,169,83,225,217,138,265,167,0
5175,65,195,179,128,48,161,199,130,123,267,0
5176,277,149,171,249,41,278,239,236,169,261,0
5177,182,72,29,71,64,23,263,142,151,223,0
5178,120,59,223,99,203,54,95,240,67,197,0
5179,92,101,277,136,41,38,113,109,244,2,0
5180,195,70,87,151,104,136,66,48,23,47,0
5181,74,157,125,197,160,120,37,122,272,200,0
5182,82,86,52,222,42,81,53,69,146,67,0
5183,30,23,72,215,197,82,113,170,278,89,0
5184,103,50,53,46,165,57,240,278,99,65,0
5185,39,237,81,9,49,112,146,278,268,26,0
5186,127,37,104,174,252,220,121,251,91,120,0
5187,264,94,27,257,29,208,180,114,202,208,0
5188,74,21,214,124,148,91,173,209,264,217,0
5189,169,34,221,238,192,220,228,193,65,152,0
5190,203,199,187,194,127,242,13,183,270,13,0
5191,244,59,135,107,108,120,30,32,117,235,0
5192,8,71,257,240,127,267,0,221,114,170,0
5193,58,58,58,58,1,1,23,2,7,23,1
5194,58,58,58,58,1,1,23,2,7,23,1
5195,58,58,58,58,1,1,23,2,7,23,1
5196,58,58,58,58,1,1,23,2,7,23,1
5197,58,58,58,58,1,1,23,2,7,23,1
5198,58,58,58,58,1,1,23,2,7,23,1
5199,58,58,58,58,1,1,23,2,7,23,1
5200,58,58,58,58,1,1,23,2,7,23,1
5201,58,58,58,58,1,1,23,2,7,23,1
5202,58,58,58,58,1,1,23,2,7,23,1
5203,58,58,58,58,1,1,23,2,7,23,1
5204,58,58,58,58,1,1,23,2,7,23,1
5205,58,58,58,58,1,1,23,2,7,23,1
5206,58,58,58,58,1,1,23,2,7,23,1
5207,58,58,58,58,1,1,23,2,7,23,1
5208,58,58,58,58,1,1,23,2,7,23,1
5209,58,58,58,58,1,1,23,2,7,23,1
5210,58,58,58,58,1,1,23,2,7,23,1
5211,58,58,58,58,1,1,23,2,7,23,1
5212,58,58,58,58,1,1,23,2,7,23,1
5213,58,58,58,58,1,1,23,2,7,23,1
5214,58,58,58,58,1,1,23,2,7,23,1
5215,58,58,58,58,1,1,23,2,7,23,1
5216,58,58,58,58,1,1,23,2,7,23,1
5217,58,58,58,58,1,1,23,2,7,23,1
5218,58,58,58,58,1,1,23,2,7,23,1
5219,58,58,58,58,1,1,23,2,7,23,1
5220,58,58,58,58,1,1,23,2,7,23,1
5221,58,58,58,58,1,1,23,2,7,23,1
5222,58,58,58,58,1,1,23,2,7,23,1
5223,58,58,58,58,1,1,23,2,7,23,1
5224,58,58,58,58,1,1,23,2,7,23,1
5225,58,58,58,58,1,1,23,2,7,23,1
5226,58,58,58,58,1,1,23,2,7,23,1
5227,58,58,58,58,1,1,23,2,7,23,1
5228,58,58,58,58,1,1,23,2,7,23,1
5229,58,58,58,58,1,1,23,2,7,23,1
5230,58,58,58,58,1,1,23,2,7,23,1
5231,58,58,58,58,1,1,23,2,7,23,1
5232,58,58,58,58,1,1,23,2,7,23,1
5233,58,58,58,58,1,1,23,2,7,23,1
